
	EPOCHWISE SOLUTIONS FOR THE TRADITIONAL INTEGRATION STRATEGY.
	Initial Estimate of Receiver Position : 
	X (m):        841693.698     
	Y (m):        -4530895.777   
	Z (m):        4394926.382    
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
	|| Loose GNSS-IMU Integration ||
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
EPOCH       X(m)           Y(m)           Z(m)           Vx(m/s)        Vy(m/s)        Vz(m/s)        Tx(deg)        Ty(deg)        Tz(deg)        
72605.169   841693.684     -4530895.780   4394926.388    0.003          -0.008         -0.007         -0.012         -0.028         8.771          
72605.180   841693.684     -4530895.780   4394926.388    0.003          -0.008         -0.007         -0.011         -0.029         8.771          
72605.189   841693.684     -4530895.780   4394926.388    0.003          -0.009         -0.007         -0.011         -0.028         8.770          
72605.200   841693.684     -4530895.780   4394926.387    0.004          -0.009         -0.007         -0.011         -0.027         8.772          
72605.211   841693.684     -4530895.780   4394926.387    0.004          -0.009         -0.008         -0.010         -0.028         8.772          
72605.223   841693.684     -4530895.781   4394926.387    0.005          -0.009         -0.008         -0.010         -0.028         8.771          
72605.230   841693.684     -4530895.781   4394926.387    0.005          -0.009         -0.008         -0.011         -0.029         8.771          
72605.240   841693.684     -4530895.781   4394926.387    0.006          -0.009         -0.008         -0.011         -0.030         8.772          
72605.249   841693.684     -4530895.781   4394926.387    0.006          -0.009         -0.008         -0.011         -0.030         8.771          
72605.260   841693.684     -4530895.781   4394926.387    0.006          -0.009         -0.008         -0.011         -0.030         8.770          
72605.269   841693.684     -4530895.781   4394926.387    0.006          -0.008         -0.008         -0.011         -0.031         8.771          
72605.280   841693.684     -4530895.781   4394926.387    0.006          -0.008         -0.007         -0.012         -0.032         8.770          
72605.289   841693.685     -4530895.781   4394926.387    0.007          -0.008         -0.008         -0.011         -0.033         8.770          
72605.300   841693.685     -4530895.781   4394926.387    0.007          -0.008         -0.008         -0.011         -0.033         8.770          
72605.311   841693.685     -4530895.781   4394926.387    0.007          -0.008         -0.008         -0.011         -0.032         8.770          
72605.323   841693.685     -4530895.781   4394926.387    0.007          -0.007         -0.007         -0.012         -0.033         8.770          
72605.330   841693.685     -4530895.781   4394926.386    0.007          -0.007         -0.007         -0.012         -0.034         8.770          
72605.340   841693.685     -4530895.781   4394926.386    0.007          -0.007         -0.007         -0.013         -0.033         8.768          
72605.349   841693.685     -4530895.782   4394926.386    0.006          -0.007         -0.007         -0.014         -0.031         8.766          
72605.360   841693.685     -4530895.782   4394926.386    0.006          -0.008         -0.007         -0.014         -0.031         8.766          
72605.369   841693.685     -4530895.782   4394926.386    0.006          -0.008         -0.007         -0.014         -0.030         8.766          
72605.380   841693.685     -4530895.782   4394926.386    0.006          -0.008         -0.007         -0.015         -0.031         8.768          
72605.389   841693.685     -4530895.782   4394926.386    0.005          -0.008         -0.006         -0.016         -0.031         8.768          
72605.400   841693.685     -4530895.782   4394926.386    0.004          -0.008         -0.006         -0.016         -0.029         8.767          
72605.411   841693.685     -4530895.782   4394926.386    0.004          -0.008         -0.006         -0.016         -0.027         8.765          
72605.423   841693.685     -4530895.782   4394926.386    0.004          -0.009         -0.006         -0.014         -0.029         8.762          
72605.430   841693.685     -4530895.782   4394926.386    0.004          -0.009         -0.006         -0.014         -0.029         8.763          
72605.440   841693.685     -4530895.782   4394926.386    0.003          -0.009         -0.006         -0.014         -0.028         8.764          
72605.449   841693.685     -4530895.782   4394926.386    0.003          -0.009         -0.006         -0.015         -0.027         8.764          
72605.460   841693.686     -4530895.782   4394926.386    0.003          -0.010         -0.007         -0.014         -0.028         8.763          
72605.469   841693.686     -4530895.783   4394926.386    0.003          -0.010         -0.007         -0.014         -0.027         8.763          
72605.480   841693.686     -4530895.783   4394926.385    0.003          -0.010         -0.007         -0.013         -0.027         8.764          
72605.489   841693.686     -4530895.783   4394926.385    0.003          -0.010         -0.007         -0.013         -0.028         8.764          
72605.500   841693.686     -4530895.783   4394926.385    0.003          -0.011         -0.007         -0.013         -0.028         8.763          
72605.511   841693.686     -4530895.783   4394926.385    0.003          -0.011         -0.007         -0.012         -0.029         8.763          
72605.523   841693.686     -4530895.783   4394926.385    0.003          -0.011         -0.008         -0.010         -0.028         8.762          
72605.530   841693.686     -4530895.783   4394926.385    0.002          -0.011         -0.008         -0.011         -0.027         8.762          
72605.540   841693.686     -4530895.783   4394926.385    0.003          -0.012         -0.008         -0.012         -0.027         8.764          
72605.549   841693.686     -4530895.783   4394926.385    0.003          -0.012         -0.009         -0.010         -0.029         8.763          
72605.560   841693.686     -4530895.784   4394926.385    0.003          -0.012         -0.009         -0.009         -0.027         8.763          
72605.569   841693.686     -4530895.784   4394926.385    0.004          -0.012         -0.009         -0.008         -0.026         8.764          
72605.580   841693.686     -4530895.784   4394926.385    0.004          -0.012         -0.009         -0.007         -0.028         8.763          
72605.589   841693.686     -4530895.784   4394926.385    0.005          -0.012         -0.009         -0.010         -0.030         8.762          
72605.600   841693.686     -4530895.784   4394926.385    0.005          -0.012         -0.009         -0.011         -0.029         8.763          
72605.611   841693.686     -4530895.784   4394926.384    0.005          -0.012         -0.009         -0.010         -0.030         8.762          
72605.623   841693.686     -4530895.784   4394926.384    0.005          -0.013         -0.009         -0.009         -0.030         8.764          
72605.630   841693.686     -4530895.784   4394926.384    0.006          -0.012         -0.009         -0.010         -0.031         8.765          
72605.640   841693.686     -4530895.785   4394926.384    0.006          -0.012         -0.009         -0.010         -0.031         8.765          
72605.649   841693.686     -4530895.785   4394926.384    0.007          -0.012         -0.009         -0.010         -0.031         8.764          
72605.660   841693.686     -4530895.785   4394926.384    0.007          -0.012         -0.009         -0.008         -0.031         8.764          
72605.669   841693.686     -4530895.785   4394926.384    0.007          -0.012         -0.009         -0.007         -0.032         8.764          
72605.680   841693.686     -4530895.785   4394926.384    0.008          -0.012         -0.008         -0.009         -0.033         8.762          
72605.689   841693.687     -4530895.785   4394926.384    0.008          -0.012         -0.009         -0.011         -0.034         8.761          
72605.700   841693.687     -4530895.785   4394926.384    0.008          -0.012         -0.009         -0.009         -0.032         8.761          
72605.711   841693.687     -4530895.785   4394926.384    0.008          -0.013         -0.009         -0.011         -0.031         8.760          
72605.723   841693.687     -4530895.786   4394926.383    0.009          -0.013         -0.009         -0.011         -0.032         8.761          
72605.730   841693.687     -4530895.786   4394926.383    0.009          -0.013         -0.009         -0.011         -0.032         8.761          
72605.740   841693.687     -4530895.786   4394926.383    0.009          -0.013         -0.009         -0.011         -0.032         8.761          
72605.749   841693.687     -4530895.786   4394926.383    0.009          -0.013         -0.008         -0.011         -0.031         8.761          
72605.760   841693.687     -4530895.786   4394926.383    0.009          -0.013         -0.009         -0.013         -0.028         8.761          
72605.769   841693.687     -4530895.786   4394926.383    0.009          -0.013         -0.009         -0.014         -0.025         8.762          
72605.780   841693.687     -4530895.786   4394926.383    0.009          -0.013         -0.009         -0.013         -0.025         8.761          
72605.789   841693.687     -4530895.786   4394926.383    0.008          -0.013         -0.009         -0.012         -0.026         8.760          
72605.800   841693.687     -4530895.787   4394926.383    0.008          -0.013         -0.009         -0.013         -0.028         8.759          
72605.811   841693.688     -4530895.787   4394926.383    0.008          -0.014         -0.009         -0.014         -0.027         8.758          
72605.823   841693.688     -4530895.787   4394926.383    0.007          -0.014         -0.010         -0.014         -0.025         8.759          
72605.830   841693.688     -4530895.787   4394926.382    0.007          -0.015         -0.010         -0.014         -0.025         8.760          
72605.840   841693.688     -4530895.787   4394926.382    0.006          -0.015         -0.009         -0.014         -0.025         8.760          
72605.849   841693.688     -4530895.787   4394926.382    0.006          -0.015         -0.009         -0.016         -0.025         8.760          
72605.860   841693.688     -4530895.787   4394926.382    0.006          -0.015         -0.010         -0.015         -0.024         8.761          
72605.869   841693.688     -4530895.788   4394926.382    0.005          -0.015         -0.010         -0.014         -0.022         8.760          
72605.880   841693.688     -4530895.788   4394926.382    0.005          -0.015         -0.010         -0.013         -0.022         8.759          
72605.889   841693.688     -4530895.788   4394926.382    0.005          -0.016         -0.010         -0.014         -0.024         8.760          
72605.900   841693.688     -4530895.788   4394926.382    0.005          -0.016         -0.010         -0.014         -0.023         8.761          
72605.911   841693.688     -4530895.788   4394926.382    0.004          -0.017         -0.011         -0.013         -0.021         8.761          
72605.923   841693.688     -4530895.788   4394926.382    0.005          -0.017         -0.010         -0.012         -0.022         8.761          
72605.930   841693.688     -4530895.789   4394926.381    0.005          -0.017         -0.010         -0.011         -0.023         8.760          
72605.940   841693.688     -4530895.789   4394926.381    0.005          -0.018         -0.011         -0.011         -0.024         8.759          
72605.949   841693.688     -4530895.789   4394926.381    0.004          -0.018         -0.011         -0.011         -0.024         8.760          
72605.960   841693.688     -4530895.789   4394926.381    0.004          -0.018         -0.011         -0.010         -0.026         8.761          
72605.969   841693.688     -4530895.789   4394926.381    0.004          -0.018         -0.010         -0.010         -0.026         8.760          
72605.980   841693.688     -4530895.789   4394926.381    0.005          -0.018         -0.010         -0.010         -0.022         8.760          
72605.989   841693.688     -4530895.790   4394926.381    0.005          -0.018         -0.011         -0.011         -0.021         8.760          
72606.000   841693.689     -4530895.790   4394926.381    0.005          -0.018         -0.011         -0.010         -0.023         8.760          
72606.000   841693.689     -4530895.790   4394926.381    0.005          -0.018         -0.011         -0.010         -0.023         8.760          
72606.011   841693.681     -4530895.786   4394926.395    -0.000         -0.011         -0.002         -0.008         -0.025         8.759          
72606.023   841693.681     -4530895.786   4394926.395    -0.000         -0.010         -0.002         -0.007         -0.026         8.760          
72606.030   841693.681     -4530895.786   4394926.395    -0.000         -0.010         -0.002         -0.006         -0.027         8.761          
72606.040   841693.681     -4530895.786   4394926.395    0.000          -0.010         -0.002         -0.006         -0.028         8.761          
72606.049   841693.681     -4530895.787   4394926.395    0.000          -0.010         -0.002         -0.006         -0.029         8.761          
72606.060   841693.681     -4530895.787   4394926.395    0.001          -0.010         -0.002         -0.007         -0.029         8.761          
72606.069   841693.681     -4530895.787   4394926.395    0.001          -0.010         -0.002         -0.007         -0.029         8.761          
72606.080   841693.681     -4530895.787   4394926.395    0.001          -0.009         -0.002         -0.008         -0.028         8.759          
72606.089   841693.681     -4530895.787   4394926.395    0.001          -0.009         -0.002         -0.008         -0.027         8.758          
72606.100   841693.681     -4530895.787   4394926.395    0.002          -0.009         -0.001         -0.007         -0.028         8.758          
72606.111   841693.681     -4530895.787   4394926.395    0.002          -0.009         -0.001         -0.009         -0.027         8.759          
72606.123   841693.681     -4530895.787   4394926.395    0.003          -0.009         -0.002         -0.009         -0.027         8.762          
72606.130   841693.681     -4530895.787   4394926.395    0.002          -0.009         -0.002         -0.009         -0.027         8.762          
72606.140   841693.681     -4530895.787   4394926.395    0.002          -0.009         -0.002         -0.009         -0.026         8.761          
72606.149   841693.681     -4530895.787   4394926.395    0.003          -0.009         -0.001         -0.009         -0.023         8.760          
72606.160   841693.681     -4530895.788   4394926.395    0.003          -0.010         -0.002         -0.009         -0.024         8.760          
72606.169   841693.681     -4530895.788   4394926.395    0.003          -0.010         -0.002         -0.009         -0.026         8.760          
72606.180   841693.681     -4530895.788   4394926.395    0.003          -0.011         -0.002         -0.010         -0.027         8.759          
72606.189   841693.681     -4530895.788   4394926.395    0.003          -0.011         -0.002         -0.011         -0.029         8.758          
72606.200   841693.681     -4530895.788   4394926.395    0.003          -0.011         -0.002         -0.011         -0.031         8.757          
72606.211   841693.681     -4530895.788   4394926.395    0.003          -0.011         -0.003         -0.011         -0.030         8.756          
72606.223   841693.681     -4530895.788   4394926.395    0.003          -0.011         -0.003         -0.012         -0.028         8.757          
72606.230   841693.681     -4530895.788   4394926.395    0.003          -0.012         -0.003         -0.013         -0.028         8.757          
72606.240   841693.681     -4530895.788   4394926.395    0.003          -0.012         -0.003         -0.013         -0.028         8.757          
72606.249   841693.681     -4530895.789   4394926.395    0.003          -0.012         -0.003         -0.012         -0.028         8.757          
72606.260   841693.681     -4530895.789   4394926.395    0.003          -0.012         -0.003         -0.012         -0.027         8.756          
72606.269   841693.681     -4530895.789   4394926.395    0.003          -0.013         -0.003         -0.012         -0.027         8.757          
72606.280   841693.681     -4530895.789   4394926.395    0.003          -0.013         -0.003         -0.012         -0.027         8.755          
72606.289   841693.681     -4530895.789   4394926.395    0.003          -0.014         -0.004         -0.014         -0.026         8.753          
72606.300   841693.681     -4530895.789   4394926.395    0.002          -0.014         -0.004         -0.015         -0.027         8.753          
72606.311   841693.681     -4530895.789   4394926.395    0.001          -0.014         -0.004         -0.013         -0.028         8.755          
72606.323   841693.681     -4530895.790   4394926.395    0.001          -0.015         -0.004         -0.012         -0.028         8.757          
72606.330   841693.681     -4530895.790   4394926.395    0.001          -0.015         -0.004         -0.012         -0.028         8.756          
72606.340   841693.681     -4530895.790   4394926.395    0.001          -0.015         -0.004         -0.012         -0.029         8.756          
72606.349   841693.681     -4530895.790   4394926.394    0.001          -0.015         -0.004         -0.012         -0.029         8.756          
72606.360   841693.681     -4530895.790   4394926.394    0.001          -0.015         -0.004         -0.012         -0.030         8.757          
72606.369   841693.681     -4530895.790   4394926.394    0.001          -0.015         -0.003         -0.012         -0.030         8.758          
72606.380   841693.681     -4530895.790   4394926.394    0.001          -0.014         -0.003         -0.012         -0.030         8.757          
72606.389   841693.681     -4530895.791   4394926.394    0.001          -0.014         -0.003         -0.011         -0.030         8.755          
72606.400   841693.681     -4530895.791   4394926.394    0.001          -0.014         -0.003         -0.011         -0.030         8.757          
72606.411   841693.681     -4530895.791   4394926.394    0.001          -0.015         -0.003         -0.011         -0.030         8.758          
72606.423   841693.681     -4530895.791   4394926.394    0.001          -0.015         -0.003         -0.012         -0.030         8.759          
72606.430   841693.681     -4530895.791   4394926.394    0.001          -0.015         -0.003         -0.012         -0.030         8.759          
72606.440   841693.681     -4530895.791   4394926.394    0.001          -0.015         -0.003         -0.011         -0.031         8.759          
72606.449   841693.681     -4530895.791   4394926.394    0.002          -0.015         -0.003         -0.011         -0.031         8.759          
72606.460   841693.681     -4530895.792   4394926.394    0.002          -0.015         -0.003         -0.010         -0.031         8.758          
72606.469   841693.681     -4530895.792   4394926.394    0.002          -0.015         -0.003         -0.008         -0.031         8.758          
72606.480   841693.681     -4530895.792   4394926.394    0.002          -0.015         -0.003         -0.008         -0.029         8.757          
72606.489   841693.681     -4530895.792   4394926.394    0.002          -0.015         -0.003         -0.009         -0.028         8.756          
72606.500   841693.681     -4530895.792   4394926.394    0.002          -0.015         -0.003         -0.009         -0.028         8.756          
72606.511   841693.682     -4530895.792   4394926.394    0.003          -0.015         -0.003         -0.009         -0.028         8.756          
72606.523   841693.682     -4530895.793   4394926.394    0.003          -0.015         -0.003         -0.009         -0.029         8.757          
72606.530   841693.682     -4530895.793   4394926.394    0.003          -0.015         -0.003         -0.010         -0.029         8.758          
72606.540   841693.682     -4530895.793   4394926.394    0.003          -0.015         -0.003         -0.009         -0.029         8.759          
72606.549   841693.682     -4530895.793   4394926.394    0.004          -0.015         -0.003         -0.010         -0.027         8.759          
72606.560   841693.682     -4530895.793   4394926.394    0.004          -0.015         -0.003         -0.010         -0.027         8.757          
72606.569   841693.682     -4530895.793   4394926.394    0.004          -0.015         -0.004         -0.011         -0.029         8.757          
72606.580   841693.682     -4530895.793   4394926.394    0.004          -0.016         -0.004         -0.010         -0.030         8.756          
72606.589   841693.682     -4530895.794   4394926.394    0.005          -0.016         -0.004         -0.010         -0.029         8.758          
72606.600   841693.682     -4530895.794   4394926.394    0.005          -0.016         -0.004         -0.009         -0.028         8.759          
72606.611   841693.682     -4530895.794   4394926.394    0.004          -0.016         -0.004         -0.010         -0.029         8.757          
72606.623   841693.682     -4530895.794   4394926.394    0.005          -0.016         -0.004         -0.011         -0.030         8.756          
72606.630   841693.682     -4530895.794   4394926.394    0.005          -0.016         -0.004         -0.012         -0.031         8.756          
72606.640   841693.682     -4530895.794   4394926.393    0.005          -0.017         -0.005         -0.012         -0.031         8.756          
72606.649   841693.682     -4530895.794   4394926.393    0.005          -0.017         -0.005         -0.013         -0.030         8.755          
72606.660   841693.682     -4530895.795   4394926.393    0.004          -0.017         -0.005         -0.013         -0.031         8.755          
72606.669   841693.682     -4530895.795   4394926.393    0.004          -0.017         -0.005         -0.014         -0.031         8.755          
72606.680   841693.682     -4530895.795   4394926.393    0.004          -0.017         -0.005         -0.014         -0.031         8.754          
72606.689   841693.682     -4530895.795   4394926.393    0.004          -0.017         -0.005         -0.013         -0.031         8.753          
72606.700   841693.682     -4530895.795   4394926.393    0.004          -0.017         -0.005         -0.012         -0.030         8.752          
72606.711   841693.682     -4530895.796   4394926.393    0.004          -0.018         -0.005         -0.011         -0.030         8.751          
72606.723   841693.682     -4530895.796   4394926.393    0.003          -0.017         -0.004         -0.009         -0.031         8.752          
72606.730   841693.682     -4530895.796   4394926.393    0.003          -0.017         -0.004         -0.009         -0.031         8.752          
72606.740   841693.682     -4530895.796   4394926.393    0.003          -0.017         -0.004         -0.010         -0.030         8.753          
72606.749   841693.682     -4530895.796   4394926.393    0.003          -0.017         -0.004         -0.010         -0.031         8.752          
72606.760   841693.682     -4530895.796   4394926.393    0.003          -0.018         -0.004         -0.010         -0.031         8.750          
72606.769   841693.683     -4530895.797   4394926.393    0.003          -0.018         -0.004         -0.010         -0.030         8.751          
72606.780   841693.683     -4530895.797   4394926.393    0.003          -0.018         -0.004         -0.013         -0.031         8.752          
72606.789   841693.683     -4530895.797   4394926.393    0.003          -0.018         -0.004         -0.013         -0.032         8.753          
72606.800   841693.683     -4530895.797   4394926.393    0.003          -0.018         -0.004         -0.012         -0.033         8.753          
72606.811   841693.683     -4530895.797   4394926.393    0.003          -0.018         -0.004         -0.011         -0.034         8.752          
72606.823   841693.683     -4530895.798   4394926.393    0.003          -0.019         -0.004         -0.011         -0.035         8.752          
72606.830   841693.683     -4530895.798   4394926.393    0.002          -0.019         -0.004         -0.012         -0.035         8.752          
72606.840   841693.683     -4530895.798   4394926.393    0.002          -0.019         -0.004         -0.012         -0.036         8.752          
72606.849   841693.683     -4530895.798   4394926.393    0.002          -0.019         -0.004         -0.010         -0.036         8.753          
72606.860   841693.683     -4530895.798   4394926.393    0.002          -0.019         -0.004         -0.010         -0.035         8.753          
72606.869   841693.683     -4530895.798   4394926.392    0.002          -0.019         -0.005         -0.011         -0.036         8.753          
72606.880   841693.683     -4530895.799   4394926.392    0.002          -0.020         -0.005         -0.010         -0.035         8.752          
72606.889   841693.683     -4530895.799   4394926.392    0.002          -0.019         -0.004         -0.010         -0.034         8.752          
72606.899   841693.683     -4530895.799   4394926.392    0.003          -0.019         -0.004         -0.009         -0.034         8.752          
72606.911   841693.683     -4530895.799   4394926.392    0.003          -0.020         -0.005         -0.008         -0.033         8.752          
72606.923   841693.683     -4530895.799   4394926.392    0.003          -0.020         -0.005         -0.008         -0.032         8.754          
72606.930   841693.683     -4530895.800   4394926.392    0.003          -0.021         -0.005         -0.009         -0.031         8.754          
72606.939   841693.683     -4530895.800   4394926.392    0.004          -0.021         -0.005         -0.009         -0.029         8.754          
72606.949   841693.683     -4530895.800   4394926.392    0.004          -0.021         -0.006         -0.009         -0.029         8.754          
72606.959   841693.683     -4530895.800   4394926.392    0.004          -0.021         -0.006         -0.011         -0.031         8.755          
72606.969   841693.683     -4530895.800   4394926.392    0.004          -0.021         -0.006         -0.011         -0.032         8.755          
72606.979   841693.683     -4530895.801   4394926.392    0.004          -0.021         -0.006         -0.010         -0.032         8.754          
72606.989   841693.683     -4530895.801   4394926.392    0.004          -0.022         -0.006         -0.010         -0.033         8.754          
72607.000   841693.683     -4530895.801   4394926.392    0.004          -0.022         -0.006         -0.011         -0.032         8.753          
72607.000   841693.683     -4530895.801   4394926.392    0.004          -0.022         -0.006         -0.011         -0.032         8.753          
72607.011   841693.677     -4530895.788   4394926.397    0.003          -0.004         -0.004         -0.012         -0.031         8.752          
72607.023   841693.677     -4530895.788   4394926.397    0.003          -0.004         -0.004         -0.011         -0.031         8.752          
72607.030   841693.678     -4530895.788   4394926.397    0.003          -0.004         -0.004         -0.011         -0.031         8.753          
72607.039   841693.678     -4530895.788   4394926.397    0.004          -0.004         -0.004         -0.012         -0.030         8.752          
72607.049   841693.678     -4530895.788   4394926.397    0.004          -0.004         -0.004         -0.013         -0.032         8.752          
72607.059   841693.678     -4530895.788   4394926.397    0.003          -0.004         -0.004         -0.013         -0.034         8.753          
72607.069   841693.678     -4530895.788   4394926.397    0.003          -0.004         -0.003         -0.012         -0.033         8.752          
72607.079   841693.678     -4530895.788   4394926.397    0.004          -0.004         -0.004         -0.012         -0.032         8.752          
72607.089   841693.678     -4530895.788   4394926.397    0.004          -0.004         -0.004         -0.011         -0.033         8.751          
72607.099   841693.678     -4530895.788   4394926.397    0.003          -0.004         -0.004         -0.011         -0.033         8.750          
72607.111   841693.678     -4530895.789   4394926.397    0.004          -0.005         -0.003         -0.011         -0.033         8.750          
72607.123   841693.678     -4530895.789   4394926.397    0.003          -0.005         -0.004         -0.011         -0.034         8.751          
72607.129   841693.678     -4530895.789   4394926.397    0.003          -0.004         -0.004         -0.011         -0.034         8.751          
72607.139   841693.678     -4530895.789   4394926.397    0.003          -0.004         -0.003         -0.013         -0.034         8.751          
72607.149   841693.678     -4530895.789   4394926.397    0.003          -0.004         -0.003         -0.012         -0.032         8.751          
72607.159   841693.678     -4530895.789   4394926.397    0.003          -0.004         -0.003         -0.012         -0.031         8.750          
72607.169   841693.678     -4530895.789   4394926.397    0.003          -0.004         -0.004         -0.012         -0.032         8.752          
72607.179   841693.678     -4530895.789   4394926.397    0.002          -0.004         -0.004         -0.012         -0.032         8.753          
72607.189   841693.678     -4530895.789   4394926.397    0.002          -0.005         -0.003         -0.012         -0.031         8.752          
72607.199   841693.678     -4530895.789   4394926.397    0.002          -0.005         -0.003         -0.011         -0.030         8.753          
72607.211   841693.678     -4530895.789   4394926.397    0.002          -0.004         -0.004         -0.011         -0.030         8.753          
72607.223   841693.678     -4530895.789   4394926.397    0.002          -0.005         -0.004         -0.013         -0.030         8.751          
72607.229   841693.678     -4530895.789   4394926.397    0.002          -0.005         -0.004         -0.012         -0.029         8.750          
72607.239   841693.678     -4530895.789   4394926.397    0.002          -0.005         -0.004         -0.011         -0.029         8.751          
72607.249   841693.678     -4530895.789   4394926.397    0.002          -0.005         -0.004         -0.011         -0.028         8.752          
72607.259   841693.678     -4530895.789   4394926.397    0.002          -0.005         -0.004         -0.012         -0.028         8.751          
72607.269   841693.678     -4530895.789   4394926.396    0.001          -0.005         -0.004         -0.012         -0.028         8.751          
72607.279   841693.678     -4530895.789   4394926.396    0.001          -0.006         -0.004         -0.011         -0.028         8.750          
72607.289   841693.678     -4530895.789   4394926.396    0.001          -0.006         -0.004         -0.011         -0.028         8.752          
72607.299   841693.678     -4530895.789   4394926.396    0.001          -0.007         -0.004         -0.010         -0.029         8.752          
72607.311   841693.678     -4530895.790   4394926.396    0.001          -0.006         -0.004         -0.010         -0.028         8.752          
72607.323   841693.678     -4530895.790   4394926.396    0.001          -0.006         -0.005         -0.010         -0.028         8.751          
72607.329   841693.678     -4530895.790   4394926.396    0.001          -0.006         -0.004         -0.010         -0.029         8.752          
72607.339   841693.678     -4530895.790   4394926.396    0.002          -0.007         -0.004         -0.010         -0.030         8.753          
72607.349   841693.678     -4530895.790   4394926.396    0.002          -0.007         -0.005         -0.009         -0.031         8.753          
72607.359   841693.678     -4530895.790   4394926.396    0.001          -0.006         -0.005         -0.009         -0.032         8.753          
72607.369   841693.678     -4530895.790   4394926.396    0.001          -0.007         -0.004         -0.009         -0.033         8.753          
72607.379   841693.678     -4530895.790   4394926.396    0.002          -0.007         -0.004         -0.008         -0.032         8.753          
72607.389   841693.678     -4530895.790   4394926.396    0.002          -0.007         -0.005         -0.008         -0.031         8.752          
72607.399   841693.678     -4530895.790   4394926.396    0.002          -0.007         -0.005         -0.008         -0.030         8.752          
72607.411   841693.678     -4530895.790   4394926.396    0.002          -0.007         -0.005         -0.007         -0.031         8.751          
72607.423   841693.678     -4530895.790   4394926.396    0.002          -0.007         -0.005         -0.006         -0.032         8.750          
72607.429   841693.678     -4530895.790   4394926.396    0.002          -0.007         -0.004         -0.006         -0.032         8.750          
72607.439   841693.678     -4530895.790   4394926.396    0.003          -0.006         -0.005         -0.006         -0.031         8.750          
72607.449   841693.678     -4530895.790   4394926.396    0.002          -0.006         -0.005         -0.007         -0.029         8.750          
72607.459   841693.678     -4530895.790   4394926.396    0.002          -0.006         -0.005         -0.007         -0.028         8.750          
72607.469   841693.678     -4530895.791   4394926.396    0.002          -0.007         -0.005         -0.006         -0.028         8.751          
72607.479   841693.679     -4530895.791   4394926.396    0.002          -0.007         -0.005         -0.005         -0.030         8.751          
72607.489   841693.679     -4530895.791   4394926.395    0.002          -0.007         -0.005         -0.006         -0.029         8.750          
72607.499   841693.679     -4530895.791   4394926.395    0.003          -0.007         -0.005         -0.006         -0.028         8.750          
72607.511   841693.679     -4530895.791   4394926.395    0.002          -0.007         -0.005         -0.005         -0.029         8.748          
72607.523   841693.679     -4530895.791   4394926.395    0.003          -0.007         -0.005         -0.007         -0.029         8.747          
72607.529   841693.679     -4530895.791   4394926.395    0.003          -0.007         -0.005         -0.008         -0.028         8.748          
72607.539   841693.679     -4530895.791   4394926.395    0.002          -0.007         -0.005         -0.008         -0.028         8.747          
72607.549   841693.679     -4530895.791   4394926.395    0.002          -0.008         -0.005         -0.008         -0.028         8.747          
72607.559   841693.679     -4530895.791   4394926.395    0.002          -0.008         -0.005         -0.006         -0.027         8.748          
72607.569   841693.679     -4530895.791   4394926.395    0.002          -0.008         -0.005         -0.006         -0.025         8.748          
72607.579   841693.679     -4530895.791   4394926.395    0.002          -0.008         -0.005         -0.007         -0.027         8.747          
72607.589   841693.679     -4530895.791   4394926.395    0.002          -0.008         -0.006         -0.006         -0.029         8.746          
72607.599   841693.679     -4530895.792   4394926.395    0.002          -0.009         -0.005         -0.004         -0.030         8.746          
72607.610   841693.679     -4530895.792   4394926.395    0.001          -0.009         -0.005         -0.004         -0.029         8.746          
72607.623   841693.679     -4530895.792   4394926.395    0.002          -0.009         -0.005         -0.005         -0.028         8.745          
72607.629   841693.679     -4530895.792   4394926.395    0.001          -0.008         -0.005         -0.006         -0.027         8.744          
72607.639   841693.679     -4530895.792   4394926.395    0.001          -0.009         -0.005         -0.005         -0.026         8.744          
72607.649   841693.679     -4530895.792   4394926.395    0.001          -0.010         -0.005         -0.005         -0.025         8.745          
72607.659   841693.679     -4530895.792   4394926.395    0.001          -0.010         -0.006         -0.004         -0.025         8.744          
72607.669   841693.679     -4530895.792   4394926.395    0.001          -0.010         -0.006         -0.003         -0.025         8.743          
72607.679   841693.679     -4530895.792   4394926.395    0.001          -0.010         -0.005         -0.004         -0.026         8.742          
72607.689   841693.679     -4530895.792   4394926.394    0.000          -0.010         -0.005         -0.002         -0.026         8.741          
72607.699   841693.679     -4530895.792   4394926.394    0.001          -0.010         -0.006         -0.001         -0.025         8.741          
72607.710   841693.679     -4530895.793   4394926.394    0.001          -0.011         -0.006         -0.005         -0.025         8.742          
72607.723   841693.679     -4530895.793   4394926.394    0.001          -0.011         -0.006         -0.004         -0.027         8.741          
72607.729   841693.679     -4530895.793   4394926.394    0.000          -0.011         -0.006         -0.003         -0.028         8.740          
72607.739   841693.679     -4530895.793   4394926.394    0.001          -0.011         -0.006         -0.004         -0.027         8.739          
72607.749   841693.679     -4530895.793   4394926.394    0.001          -0.011         -0.006         -0.004         -0.027         8.740          
72607.759   841693.679     -4530895.793   4394926.394    0.001          -0.011         -0.006         -0.004         -0.028         8.742          
72607.769   841693.679     -4530895.793   4394926.394    0.001          -0.011         -0.006         -0.005         -0.028         8.741          
